country,cases
United_States_of_America,7191061.0
India,6225763.0
Brazil,4777522.0
Russia,1167805.0
Colombia,824042.0
Peru,811768.0
Mexico,784074.0
Spain,769188.0
Argentina,736596.0
South_Africa,672572.0
